id,gameboard
1069,"nil,nil,9,6,nil,nil,nil,2,nil,1,nil,nil,nil,nil,nil,nil,3,nil,4,nil,3,nil,nil,nil,6,nil,9,nil,8,nil,nil,1,nil,nil,nil,nil,nil,nil,2,nil,5,nil,nil,9,1,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,9,nil,nil,nil,nil,3,nil,2,nil,nil,nil,nil,9,1,7,nil,nil,nil,nil,6,nil,nil,nil,nil,8,nil,"
1070,"nil,nil,nil,9,nil,7,4,6,nil,nil,9,6,nil,5,nil,nil,nil,1,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,2,1,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,7,5,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,3,6,nil,nil,nil,1,nil,2,nil,nil,nil,8,nil,nil,nil,9,"
1071,"nil,nil,nil,3,nil,nil,nil,7,9,8,nil,nil,nil,nil,nil,3,nil,nil,nil,6,nil,nil,nil,1,nil,nil,nil,nil,nil,4,nil,nil,5,nil,2,nil,nil,nil,nil,nil,3,nil,nil,9,nil,nil,8,nil,2,nil,nil,nil,nil,5,2,3,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,9,8,nil,6,nil,nil,6,nil,nil,5,1,nil,nil,nil,nil,"
1072,"nil,nil,nil,2,nil,3,nil,nil,1,4,nil,nil,nil,nil,8,3,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,2,nil,nil,5,nil,nil,nil,8,nil,nil,7,9,nil,nil,nil,nil,nil,6,nil,5,nil,nil,nil,4,nil,2,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,7,9,nil,nil,nil,6,5,nil,8,nil,"
1073,"nil,nil,nil,nil,nil,9,nil,8,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,7,2,4,nil,nil,nil,6,nil,nil,nil,nil,9,nil,8,nil,4,nil,5,nil,nil,nil,3,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,5,nil,3,nil,6,nil,nil,4,nil,nil,nil,nil,9,nil,nil,3,nil,nil,6,nil,nil,nil,nil,1,nil,nil,7,nil,"
1074,"nil,nil,nil,nil,nil,nil,7,nil,nil,8,nil,nil,3,nil,nil,nil,nil,1,9,nil,5,nil,8,nil,nil,nil,nil,2,nil,nil,nil,7,nil,nil,4,nil,3,nil,nil,nil,4,nil,nil,nil,6,nil,nil,9,nil,nil,3,nil,5,nil,nil,nil,nil,nil,nil,4,8,nil,nil,6,nil,8,9,nil,nil,nil,1,nil,nil,nil,2,nil,5,nil,nil,nil,nil,"
1075,"8,nil,nil,nil,nil,nil,nil,nil,4,9,nil,nil,nil,2,nil,1,nil,nil,7,4,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,4,1,nil,nil,5,nil,nil,nil,9,nil,7,nil,nil,nil,3,nil,nil,nil,2,nil,8,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,5,nil,3,nil,nil,nil,nil,6,nil,1,nil,nil,nil,"
1076,"4,nil,8,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,1,9,nil,nil,8,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,4,nil,nil,nil,5,nil,nil,2,nil,nil,nil,nil,3,nil,5,4,6,nil,nil,9,1,nil,nil,nil,nil,9,nil,nil,6,7,nil,nil,nil,nil,nil,4,nil,nil,"
1077,"nil,8,9,nil,1,nil,nil,3,nil,nil,nil,4,3,nil,9,nil,nil,6,nil,nil,2,nil,nil,nil,9,nil,nil,nil,9,nil,nil,nil,nil,3,nil,1,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,5,7,2,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,5,6,nil,3,nil,nil,4,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,"
1078,"nil,7,nil,nil,6,nil,nil,nil,5,9,nil,nil,2,1,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,6,nil,4,2,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,8,nil,1,nil,7,nil,9,nil,5,nil,nil,nil,4,nil,5,nil,2,nil,nil,1,nil,7,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,"
1079,"nil,3,nil,5,6,nil,nil,nil,7,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,5,9,nil,nil,8,1,nil,nil,nil,nil,nil,nil,7,nil,8,nil,nil,nil,nil,nil,nil,9,nil,4,nil,nil,nil,2,nil,nil,nil,6,nil,7,nil,3,nil,nil,nil,nil,nil,nil,nil,1,nil,1,8,9,nil,3,nil,nil,nil,nil,nil,7,nil,nil,5,nil,nil,nil,"
1080,"nil,nil,7,nil,nil,2,nil,nil,nil,9,nil,nil,3,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,8,nil,nil,7,nil,nil,2,nil,nil,1,3,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,9,nil,1,nil,7,nil,nil,9,nil,6,nil,nil,nil,nil,nil,1,nil,nil,nil,8,nil,nil,2,nil,nil,nil,nil,5,nil,nil,nil,"
1081,"nil,nil,7,nil,nil,nil,6,nil,nil,8,nil,nil,nil,nil,nil,nil,5,3,nil,6,nil,4,nil,nil,nil,9,7,7,5,nil,nil,nil,nil,1,nil,nil,nil,nil,1,nil,3,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,7,nil,2,nil,nil,8,nil,2,5,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,"
1082,"nil,nil,3,nil,nil,4,nil,nil,2,nil,nil,nil,nil,6,nil,nil,8,nil,nil,nil,nil,1,nil,nil,6,9,7,1,8,nil,4,nil,nil,nil,nil,nil,nil,nil,7,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,1,nil,nil,nil,2,3,nil,8,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,5,7,8,"
1083,"nil,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,6,5,nil,1,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,6,nil,3,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,2,nil,7,nil,4,nil,nil,nil,6,4,9,nil,nil,nil,nil,8,1,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,9,nil,nil,nil,5,4,nil,nil,5,nil,nil,nil,3,nil,nil,9,"
1084,"5,nil,nil,nil,8,nil,nil,1,3,nil,1,nil,nil,nil,nil,7,nil,nil,8,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,9,4,nil,nil,nil,nil,2,3,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,6,nil,5,4,nil,3,9,nil,nil,2,nil,nil,6,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,1,"
1085,"nil,6,3,4,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,2,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,6,nil,9,nil,nil,nil,5,4,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,1,7,6,nil,nil,nil,nil,5,nil,8,nil,2,nil,3,nil,6,nil,nil,nil,nil,nil,7,4,nil,2,nil,"
1086,"nil,nil,5,8,nil,1,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,6,nil,7,nil,nil,nil,3,nil,9,nil,7,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,4,nil,8,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,6,1,nil,nil,nil,nil,nil,nil,4,nil,nil,7,nil,nil,nil,6,2,nil,nil,9,nil,nil,nil,4,"
1087,"nil,nil,1,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,8,nil,3,nil,1,nil,nil,4,nil,6,3,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,3,nil,nil,nil,nil,nil,9,5,nil,nil,nil,9,nil,nil,nil,nil,1,6,nil,2,nil,6,nil,nil,nil,nil,4,nil,7,nil,nil,5,7,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,9,8,nil,nil,"
1088,"nil,nil,nil,9,nil,nil,nil,nil,nil,9,nil,3,nil,nil,1,8,nil,2,nil,nil,nil,nil,3,nil,5,nil,nil,nil,nil,7,nil,nil,nil,nil,6,8,8,nil,nil,nil,6,nil,nil,3,nil,nil,4,nil,nil,nil,5,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,1,7,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,1,nil,nil,"
1089,"nil,nil,nil,nil,1,nil,nil,nil,3,nil,7,nil,nil,nil,2,nil,nil,5,nil,nil,5,6,9,7,nil,nil,nil,7,nil,9,3,nil,nil,8,nil,nil,6,nil,nil,1,nil,nil,nil,9,nil,nil,nil,nil,nil,7,nil,2,nil,nil,5,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,8,9,4,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,"
1090,"nil,nil,4,nil,3,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,4,7,nil,nil,nil,1,nil,nil,7,5,8,nil,4,nil,6,nil,nil,nil,nil,2,nil,nil,2,4,nil,nil,nil,1,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,1,nil,nil,2,nil,nil,nil,6,nil,nil,7,nil,nil,1,nil,5,nil,nil,nil,8,"
1091,"nil,nil,nil,nil,1,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,6,nil,nil,3,4,8,nil,nil,1,nil,7,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,9,6,nil,nil,nil,nil,4,2,nil,nil,nil,nil,9,nil,nil,nil,4,nil,nil,7,2,nil,nil,nil,7,nil,1,nil,nil,nil,nil,3,nil,nil,nil,nil,8,nil,nil,nil,5,nil,"
1092,"nil,nil,nil,nil,nil,9,nil,nil,3,1,9,nil,nil,nil,nil,nil,7,5,8,nil,nil,nil,7,nil,nil,6,nil,nil,nil,nil,4,nil,1,nil,nil,nil,4,nil,nil,nil,2,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,8,nil,nil,7,nil,nil,5,1,nil,nil,2,nil,nil,nil,nil,nil,nil,3,7,nil,1,6,nil,nil,nil,nil,nil,nil,"
1093,"nil,nil,nil,nil,nil,1,nil,nil,nil,8,4,nil,nil,nil,7,5,nil,nil,nil,nil,5,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,9,nil,2,3,nil,nil,nil,2,6,nil,7,nil,nil,nil,nil,nil,nil,7,nil,nil,5,nil,7,nil,nil,nil,nil,2,4,nil,nil,nil,nil,8,nil,nil,nil,nil,3,5,nil,2,1,nil,nil,nil,nil,nil,8,"
1094,"nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,2,nil,4,6,4,5,nil,nil,nil,nil,nil,nil,nil,1,6,nil,nil,2,nil,nil,3,nil,nil,nil,9,nil,nil,7,nil,2,nil,nil,nil,nil,nil,8,nil,6,nil,nil,nil,nil,5,nil,nil,nil,1,nil,nil,nil,7,3,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,9,5,nil,6,"
1095,"7,nil,4,nil,6,nil,8,nil,nil,2,5,nil,nil,4,nil,nil,nil,1,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,5,nil,nil,6,nil,nil,2,5,1,nil,7,nil,nil,nil,1,nil,nil,2,8,nil,nil,nil,nil,nil,nil,3,nil,6,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,5,nil,nil,nil,4,nil,nil,"
1096,"7,nil,nil,nil,nil,nil,3,nil,nil,1,nil,nil,nil,5,nil,9,nil,nil,4,nil,nil,6,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,9,8,nil,nil,2,6,4,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,5,nil,6,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,2,nil,6,nil,nil,9,nil,nil,3,nil,nil,4,nil,nil,nil,2,"
1097,"6,nil,nil,3,nil,2,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,2,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,4,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,1,5,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,"
1098,"nil,4,nil,5,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,9,nil,nil,6,nil,nil,5,nil,4,3,nil,nil,7,nil,nil,6,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,3,2,1,nil,8,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,5,nil,nil,9,8,nil,7,nil,nil,nil,nil,"
1099,"nil,3,6,4,nil,2,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,2,7,8,nil,nil,nil,nil,nil,2,nil,nil,nil,8,7,3,nil,6,nil,nil,nil,nil,4,9,nil,8,7,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,1,nil,nil,nil,nil,1,nil,nil,3,nil,nil,2,nil,nil,nil,nil,6,nil,nil,5,"
1100,"nil,nil,2,nil,nil,4,nil,nil,nil,nil,4,6,nil,nil,nil,8,nil,1,1,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,5,nil,nil,8,nil,nil,6,nil,nil,nil,9,nil,nil,5,nil,nil,nil,8,nil,4,1,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,2,nil,nil,9,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,3,nil,nil,nil,nil,8,"
1101,"nil,nil,nil,nil,nil,nil,2,nil,nil,1,nil,nil,nil,3,4,nil,nil,nil,4,nil,nil,9,nil,5,nil,nil,nil,nil,nil,nil,2,nil,nil,9,8,nil,nil,nil,4,nil,1,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,3,nil,nil,6,5,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,1,4,nil,nil,nil,nil,6,"
1102,"nil,5,7,9,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,4,2,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,9,nil,7,nil,nil,3,nil,7,nil,nil,nil,8,nil,nil,1,nil,nil,3,nil,9,6,nil,nil,nil,nil,nil,2,4,nil,5,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,8,nil,nil,nil,"
1103,"nil,5,6,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,9,1,nil,5,7,9,nil,nil,nil,nil,nil,nil,nil,nil,2,8,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,2,nil,4,nil,9,nil,nil,nil,1,6,nil,9,nil,2,nil,3,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,9,nil,nil,nil,nil,4,nil,"
1104,"nil,5,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,1,6,nil,nil,7,nil,nil,nil,nil,5,nil,9,nil,3,nil,5,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,2,nil,7,2,nil,nil,4,nil,nil,nil,6,nil,nil,4,nil,nil,nil,1,nil,nil,nil,nil,nil,7,nil,4,nil,nil,nil,8,nil,6,nil,3,nil,8,nil,nil,nil,"
1105,"nil,1,nil,nil,nil,nil,nil,4,nil,nil,nil,9,nil,nil,2,nil,nil,nil,2,6,nil,nil,nil,7,nil,nil,9,7,2,nil,5,nil,nil,8,nil,nil,nil,nil,1,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,1,nil,nil,2,nil,nil,nil,nil,4,2,nil,nil,nil,nil,nil,3,6,8,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,"
1106,"nil,nil,nil,5,nil,nil,2,8,nil,7,4,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,2,nil,5,nil,1,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,2,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,7,nil,nil,nil,nil,1,nil,nil,nil,nil,"
1107,"nil,nil,nil,4,5,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,5,nil,nil,9,3,nil,nil,6,nil,nil,8,nil,nil,nil,6,4,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,7,nil,nil,3,nil,2,nil,nil,nil,nil,nil,9,nil,3,nil,nil,nil,6,nil,nil,nil,8,nil,nil,nil,nil,2,1,nil,6,nil,nil,nil,nil,7,3,"
1108,"3,7,nil,6,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,8,nil,6,5,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,6,nil,nil,1,nil,nil,8,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,9,8,nil,2,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,7,nil,1,2,"
1109,"nil,6,nil,1,8,4,nil,9,nil,nil,nil,8,nil,nil,nil,4,nil,nil,nil,nil,nil,5,nil,9,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,9,nil,6,nil,5,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,8,4,nil,4,nil,nil,nil,2,3,7,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,6,"
1110,"8,nil,nil,3,nil,nil,nil,nil,1,9,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,6,nil,nil,nil,4,nil,nil,8,nil,nil,4,nil,6,5,nil,nil,nil,7,nil,nil,nil,nil,3,2,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,5,4,2,7,nil,nil,nil,nil,nil,nil,nil,nil,"
1111,"3,7,nil,6,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,8,nil,1,6,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,9,nil,nil,1,nil,nil,8,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,5,8,nil,6,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,7,nil,4,2,"
1112,"2,nil,3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,5,nil,4,nil,6,nil,9,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,nil,6,5,3,nil,9,nil,nil,nil,8,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,nil,nil,1,nil,7,6,nil,4,nil,5,7,nil,9,nil,1,nil,nil,"
1113,"2,nil,nil,nil,nil,nil,9,nil,6,nil,nil,nil,7,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,9,3,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,5,nil,9,5,9,nil,6,nil,nil,nil,7,nil,nil,nil,nil,4,nil,7,6,nil,nil,nil,4,nil,nil,nil,5,nil,nil,nil,nil,nil,1,nil,3,nil,nil,2,nil,"
1114,"nil,5,nil,nil,4,nil,3,nil,nil,2,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,2,nil,8,nil,nil,3,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,nil,nil,6,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,3,nil,nil,nil,nil,1,nil,5,nil,nil,"
1115,"nil,nil,5,nil,9,nil,nil,4,nil,nil,nil,7,nil,nil,nil,nil,8,nil,nil,nil,nil,2,nil,8,nil,nil,3,6,nil,nil,3,nil,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,7,nil,4,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,7,9,5,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,6,"
1116,"nil,nil,nil,nil,nil,nil,7,nil,2,nil,nil,7,nil,5,nil,nil,nil,nil,nil,3,nil,nil,6,9,nil,nil,nil,5,nil,nil,6,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,4,1,3,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,7,6,8,nil,nil,nil,nil,nil,nil,5,nil,nil,9,nil,4,2,nil,nil,9,nil,nil,3,nil,nil,nil,nil,"
1117,"nil,nil,nil,nil,nil,nil,nil,9,nil,nil,6,nil,nil,nil,1,7,nil,nil,9,nil,nil,nil,nil,nil,2,nil,nil,nil,1,nil,3,nil,2,6,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,8,7,nil,nil,nil,4,nil,nil,1,nil,2,nil,nil,nil,3,9,nil,6,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,8,2,nil,nil,nil,nil,"
1118,"nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,1,nil,6,3,nil,nil,nil,nil,4,nil,nil,2,nil,nil,nil,8,nil,nil,7,nil,nil,nil,5,nil,nil,nil,nil,nil,4,nil,nil,7,nil,nil,6,8,nil,nil,nil,4,nil,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,2,5,nil,7,nil,nil,nil,nil,1,6,9,3,nil,nil,nil,"
1119,"1,nil,nil,nil,3,nil,8,nil,nil,nil,nil,nil,9,nil,nil,nil,2,nil,nil,nil,nil,2,nil,5,nil,6,nil,nil,nil,6,3,nil,nil,nil,nil,5,nil,8,nil,nil,9,nil,nil,nil,nil,nil,nil,7,nil,nil,nil,1,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,6,2,9,8,nil,nil,nil,nil,nil,nil,nil,8,nil,6,nil,4,nil,nil,"
1120,"nil,5,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,4,nil,nil,2,nil,6,nil,nil,nil,8,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,7,nil,1,nil,4,3,2,5,nil,nil,nil,nil,nil,3,nil,nil,nil,9,nil,nil,4,2,1,nil,9,3,nil,nil,nil,nil,5,8,nil,nil,nil,7,nil,"
1121,"nil,nil,nil,7,4,nil,nil,nil,8,nil,9,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,2,nil,nil,4,nil,nil,nil,nil,nil,5,7,6,nil,nil,8,nil,nil,nil,nil,nil,nil,2,1,nil,nil,3,4,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,nil,1,2,4,nil,nil,nil,nil,5,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,"
1122,"3,9,nil,6,nil,nil,nil,nil,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,4,nil,nil,8,nil,5,2,nil,nil,nil,nil,nil,nil,5,nil,nil,nil,nil,2,nil,nil,1,nil,nil,9,nil,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,1,8,nil,6,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,7,nil,3,2,"
1123,"2,nil,3,nil,8,nil,nil,nil,nil,8,nil,nil,7,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,6,nil,5,nil,7,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,2,nil,5,nil,nil,nil,nil,6,nil,nil,nil,1,nil,nil,nil,nil,nil,nil,nil,"
1124,"nil,8,nil,nil,nil,nil,1,nil,9,nil,7,nil,nil,5,4,nil,nil,nil,nil,nil,nil,9,nil,nil,nil,nil,3,nil,nil,2,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,8,7,nil,nil,1,nil,9,nil,nil,nil,5,nil,nil,nil,2,5,9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9,nil,1,nil,3,nil,nil,nil,nil,nil,nil,4,nil,"
1125,"nil,6,nil,nil,7,nil,nil,nil,nil,2,nil,nil,nil,4,nil,nil,nil,nil,nil,nil,nil,5,nil,1,4,nil,nil,nil,8,nil,nil,1,nil,nil,nil,nil,nil,1,nil,3,nil,nil,2,4,7,nil,nil,7,nil,nil,nil,9,nil,nil,nil,nil,nil,nil,nil,8,nil,9,6,8,nil,nil,nil,nil,nil,3,nil,nil,nil,5,6,2,nil,nil,nil,nil,nil,"
1126,"nil,5,nil,nil,2,nil,3,nil,6,6,nil,9,3,nil,nil,4,2,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,4,nil,4,6,nil,nil,nil,nil,8,9,nil,1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,1,nil,nil,nil,7,nil,5,nil,nil,4,6,nil,nil,nil,8,"
1127,"nil,nil,1,nil,3,nil,nil,2,nil,nil,nil,nil,nil,7,nil,6,nil,nil,nil,5,nil,6,nil,1,nil,nil,nil,7,nil,nil,nil,4,nil,nil,3,nil,nil,nil,4,nil,nil,5,1,nil,8,nil,8,nil,nil,nil,6,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,2,nil,3,nil,nil,nil,7,nil,nil,nil,5,nil,nil,4,nil,nil,nil,9,nil,"
1128,"nil,nil,nil,8,nil,nil,nil,nil,9,7,4,nil,nil,6,nil,8,nil,nil,nil,nil,nil,nil,nil,nil,nil,3,nil,nil,nil,8,4,1,nil,nil,5,nil,nil,nil,9,2,5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,7,nil,nil,8,6,nil,nil,nil,6,nil,nil,nil,nil,2,nil,4,5,nil,nil,nil,nil,nil,nil,nil,1,"
1129,"nil,nil,nil,nil,nil,nil,7,nil,nil,2,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,5,nil,9,nil,1,nil,nil,nil,9,nil,5,nil,nil,4,6,nil,nil,nil,8,nil,nil,nil,nil,7,nil,nil,5,nil,nil,3,nil,nil,nil,8,7,nil,4,nil,nil,6,5,nil,nil,2,nil,nil,nil,nil,nil,nil,8,6,nil,nil,3,nil,nil,nil,nil,nil,"
